Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_ID,Project_Type,Methodology_Used,Team_Experience_Level,Project_Phase,Requirement_Stability,Regulatory_Compliance_Level,Technology_Familiarity,Stakeholder_Engagement_Level,Executive_Sponsorship,Funding_Source,Priority_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Risk_Level
3.0,426275.8,9.0,4.16,5.0,3.0,3.0,4.4350000000000005,0.21,0.6,3.0,1.83,2.0,0.13,0.83,0.79,7.49,0.5,1.83,1.0,0.86,0.0,4.0,3.0,1.0,PROJ_2070,Marketing,Agile,Mixed,Execution,Volatile,Low,Familiar,Excellent,Weak,External,Low,Mid-level PM,Defined,High,Moderate,0,Time & Materials,Low,Moderate,Occasional,0,Formal,Hybrid,Poor,High
30.0,2650876.115,28.0,10.0,18.0,2.0,4.0,0.39,0.1,0.75,1.0,3.41,1.0,0.0,1.23,0.55,5.0,0.92,2.04,6.0,0.3600000000000001,0.0,8.0,2.0,1.0,PROJ_2071,R&D,Agile,Senior,Closure,Moderate,Medium,Familiar,Low,Moderate,External,High,Mid-level PM,Defined,Medium,Moderate,0,Time & Materials,High,Extreme,Strategic,Basic,0,Fully Colocated,Good,High
7.0,806949.4,7.0,2.93,7.0,1.0,2.0,0.36,0.41,0.32,2.0,1.29,5.0,0.04,1.02,0.85,8.64,0.4,1.02,1.0,0.91,0.0,11.0,2.0,1.0,PROJ_2072,Manufacturing,Scrum,Junior,Planning,Stable,Medium,Expert,Low,Moderate,External,Low,Mid-level PM,Defined,Low,Good,0,Time & Materials,Medium,Stable,Strategic,Basic,Basic,Hybrid,Poor,Medium
10.0,843934.1,12.0,5.81,6.0,4.0,3.0,2.33,0.07,0.84,2.0,3.2,5.0,0.17,1.24,0.71,9.33,0.8,1.58,1.0,0.63,0.0,4.0,1.0,1.0,PROJ_2073,Healthcare,Agile,Senior,Planning,Volatile,High,Expert,High,Moderate,Internal,Low,Senior PM,Optimizing,Medium,Moderate,0,Time & Materials,Low,Moderate,Strategic,Formal,Advanced,Partially Colocated,Excellent,Low
15.0,987875.75,15.0,4.61,13.0,0.0,3.0,0.46,0.35,0.48,3.5,4.85,2.0,0.0,0.85,0.81,4.19,0.35,0.24,1.0,0.78,0.0,10.0,3.0,1.0,PROJ_2074,Construction,Waterfall,Junior,Monitoring,Moderate,Medium,Familiar,Excellent,Moderate,Internal,Medium,Certified PM,Defined,High,Limited,0,Time & Materials,Medium,Stable,Occasional,Advanced,Basic,Fully Remote,Poor,Medium
7.0,603729.02,8.0,3.63,7.0,0.0,0.0,2.63,0.55,0.75,3.0,2.0,2.0,0.12,0.91,0.29,4.97,0.4,0.9,7.0,0.93,0.0,3.0,2.0,1.0,PROJ_2075,Manufacturing,Agile,Junior,Initiation,Moderate,Medium,New,High,Weak,Government,Medium,Senior PM,Defined,Low,Limited,0,Time & Materials,Medium,Moderate,Occasional,Basic,Basic,Fully Colocated,Good,High
19.0,1518379.6,25.0,9.27,13.0,1.0,6.0,4.08,0.54,0.24,2.0,1.27,2.0,0.0,0.63,0.36,6.49,0.39,1.48,4.0,0.53,0.0,4.0,1.0,1.0,PROJ_2076,R&D,Agile,Mixed,Initiation,Moderate,High,New,Medium,Weak,Internal,Medium,Mid-level PM,Managed,Medium,Moderate,0,Hybrid,Low,Extreme,Occasional,Basic,Formal,Hybrid,Basic,Critical
22.0,1470736.19,18.0,4.37,16.0,1.0,3.0,1.15,0.2,0.77,3.0,3.36,2.0,0.0,1.14,0.76,7.77,0.84,1.98,4.0,0.62,0.0,4.0,6.0,1.0,PROJ_2077,Construction,Waterfall,Mixed,Monitoring,Stable,High,Familiar,Medium,Moderate,External,Medium,Mid-level PM,Defined,Low,Good,0,Cost-Plus,High,Stable,Occasional,Formal,0,Fully Colocated,Excellent,Medium
7.0,752741.41,14.0,4.35,6.0,0.0,3.0,2.85,0.28,0.56,2.0,1.76,5.0,0.0,1.3,0.69,8.29,0.87,0.67,5.0,0.86,0.0,5.0,2.0,1.0,PROJ_2078,Marketing,Kanban,Junior,Monitoring,Moderate,Low,Familiar,High,Moderate,Mixed,Low,Junior PM,Defined,Medium,Good,0,Time & Materials,Low,Moderate,Occasional,Formal,Basic,Hybrid,Poor,Medium
28.0,1450728.8,26.0,7.46,14.0,1.0,3.0,1.11,0.31,0.8,3.0,2.47,2.0,0.0,0.92,0.13,9.09,0.39,0.8,2.0,0.63,0.0,2.0,3.0,1.0,PROJ_2079,Construction,Waterfall,Mixed,Closure,Moderate,High,New,Poor,Moderate,Internal,Medium,Mid-level PM,Ad-hoc,Medium,Moderate,0,Cost-Plus,High,Moderate,First-time,Basic,Basic,Hybrid,Excellent,Critical
4.0,472604.98,12.0,5.72,7.0,3.0,1.0,1.64,0.17,0.41,0.0,5.06,4.0,0.16,1.13,0.94,1.9,0.63,0.37,1.0,0.82,0.7000000000000001,10.0,4.0,1.0,PROJ_2080,IT,Agile,Senior,Execution,Stable,Low,New,Poor,Weak,Mixed,Medium,Senior PM,Managed,High,Excellent,Modern/Stable,Time & Materials,Low,High,First-time,Formal,Basic,Fully Remote,Basic,High
31.0,1602955.26,26.0,7.11,16.0,2.0,5.0,1.21,0.16,0.88,1.0,3.25,1.0,0.0,1.15,0.78,4.89,0.51,0.73,4.0,0.89,0.0,11.0,2.0,1.0,PROJ_2081,Construction,Waterfall,Senior,Monitoring,Moderate,Critical,Expert,Poor,Moderate,Internal,High,Junior PM,Defined,Low,Good,0,Time & Materials,Medium,Extreme,Occasional,Basic,0,Partially Colocated,Basic,Critical
7.0,534596.86,9.0,3.9,7.0,0.0,1.0,0.56,0.11,0.71,1.0,1.1,5.0,0.08,0.66,0.64,1.45,0.54,1.09,2.0,0.88,0.0,12.0,1.0,1.0,PROJ_2082,Manufacturing,Agile,Mixed,Planning,Stable,Medium,Expert,Excellent,Moderate,External,High,Junior PM,Managed,Medium,Excellent,0,Time & Materials,Low,Extreme,First-time,Formal,Basic,Partially Colocated,Basic,Low
5.0,832655.49,9.0,4.31,8.0,0.0,3.0,2.17,0.37,0.89,2.0,2.49,3.0,0.16,1.11,0.75,2.6,0.99,1.41,1.0,0.82,0.0,3.0,1.0,1.0,PROJ_2083,Manufacturing,Agile,Junior,Monitoring,Moderate,Low,Expert,Poor,Weak,Internal,Critical,Senior PM,Managed,Medium,Moderate,0,Fixed-Price,High,Moderate,Regular,Basic,0,Fully Colocated,Basic,High
7.0,537154.95,10.0,3.45,7.0,4.0,0.0,2.02,0.25,0.96,0.0,4.16,1.0,0.0,0.77,0.67,3.48,0.84,0.22,0.0,0.94,0.0,4.0,1.0,1.0,PROJ_2084,Manufacturing,Hybrid,Senior,Execution,Moderate,Low,Familiar,Low,Strong,External,Medium,Senior PM,Ad-hoc,Low,Good,0,Fixed-Price,Medium,Moderate,First-time,Basic,0,Fully Colocated,Poor,High
9.0,821018.73,12.0,5.91,7.0,0.0,3.0,3.48,0.34,0.6,1.0,3.98,3.0,0.19,0.74,0.67,7.48,0.61,1.42,5.0,0.89,0.7000000000000001,4.0,4.0,1.0,PROJ_2085,IT,Agile,Mixed,Initiation,Moderate,High,Familiar,Low,Strong,Mixed,Medium,Mid-level PM,Defined,High,Poor,Mixed,Time & Materials,Medium,Moderate,Regular,Formal,Basic,Fully Colocated,Poor,High
36.5,2323847.17,32.0,9.18,19.0,2.0,6.0,1.49,0.62,0.81,1.0,7.63,3.0,0.0,0.72,0.66,5.82,0.83,2.72,2.0,0.76,0.0,11.0,12.0,1.0,PROJ_2086,Construction,Waterfall,Junior,Monitoring,Moderate,Medium,New,High,Weak,External,Critical,Certified PM,Ad-hoc,Low,Moderate,0,Fixed-Price,Medium,High,Occasional,0,0,Hybrid,Excellent,Critical
9.0,681353.0,11.0,3.61,8.0,1.0,1.0,3.87,0.71,0.9,1.0,3.73,5.0,0.0,0.64,0.56,9.89,0.41,3.3999999999999995,0.0,0.83,0.0,9.0,3.0,1.0,PROJ_2087,Healthcare,Scrum,Mixed,Planning,Volatile,Medium,Familiar,Poor,Moderate,Government,Critical,Mid-level PM,Optimizing,Low,Good,0,Fixed-Price,Medium,Extreme,Strategic,Formal,Advanced,Partially Colocated,Poor,Medium
11.0,1219869.06,14.0,6.14,9.0,2.0,3.0,1.03,0.38,0.82,2.0,3.89,4.0,0.09,1.11,0.11,5.29,0.6,0.49,0.0,0.83,0.0,7.0,2.0,1.0,PROJ_2088,R&D,Agile,Expert,Planning,Moderate,High,New,Excellent,Weak,External,Medium,Certified PM,Optimizing,Medium,Good,0,Cost-Plus,Low,Stable,Occasional,Advanced,Advanced,Hybrid,Basic,Low
19.0,1468415.91,22.0,6.23,12.0,1.0,2.0,1.66,0.44,0.28,0.0,5.12,1.0,0.0,0.86,0.37,6.4,0.62,0.6,2.0,0.67,0.0,12.0,10.0,1.0,PROJ_2089,Construction,Hybrid,Mixed,Planning,Moderate,Critical,Familiar,Medium,Moderate,Mixed,High,Mid-level PM,Defined,Low,Limited,0,Time & Materials,Low,Stable,Occasional,Basic,Basic,Fully Colocated,Basic,Medium
5.0,445379.43,7.0,2.84,4.0,6.0,1.0,0.86,0.09,0.94,2.0,7.65,4.0,0.01,0.98,0.2,9.61,0.55,1.64,5.0,0.63,0.52,4.0,2.0,1.0,PROJ_2090,IT,Agile,Senior,Closure,Stable,High,Familiar,Low,Weak,Government,High,Senior PM,Defined,Strict,Good,Modern/Stable,Time & Materials,Medium,Stable,Regular,0,Formal,Partially Colocated,Poor,Medium
7.0,702970.1,12.0,4.64,8.0,0.0,3.0,2.18,0.76,0.46,2.0,4.38,1.0,0.0,1.23,0.94,6.85,0.67,3.3999999999999995,2.0,0.72,0.7000000000000001,8.0,3.0,1.0,PROJ_2091,IT,Scrum,Mixed,Execution,Moderate,Low,Familiar,High,Strong,Internal,Low,Mid-level PM,Defined,High,Moderate,Mixed,Time & Materials,Medium,Stable,Occasional,Formal,Basic,Fully Colocated,Poor,High
18.0,1817923.24,25.0,9.0,13.0,0.0,3.0,0.94,0.55,0.39,0.0,2.06,2.0,0.0,1.07,0.68,5.33,0.83,1.02,6.0,0.44,0.0,3.0,3.0,1.0,PROJ_2092,R&D,Scrum,Mixed,Initiation,Moderate,Critical,New,High,Moderate,Government,Critical,Mid-level PM,Defined,Low,Moderate,0,Time & Materials,Low,Moderate,Occasional,Basic,Basic,Fully Remote,Good,Critical
35.0,2342796.88,26.0,5.05,19.0,0.0,4.0,2.5,0.47,0.42,3.5,5.15,4.0,0.0,1.0,0.24,3.89,0.58,1.0,5.0,0.84,0.0,2.0,12.0,1.0,PROJ_2093,Construction,Waterfall,Mixed,Monitoring,Volatile,Critical,Familiar,High,Moderate,External,High,Junior PM,Ad-hoc,Medium,Excellent,0,Time & Materials,High,Moderate,Strategic,0,0,Fully Colocated,Good,High
13.0,1022047.13,18.0,7.14,7.0,0.0,4.0,1.03,0.33,0.73,1.0,3.0,1.0,0.0,1.3,0.88,7.42,0.48,0.22,2.0,0.87,0.04,10.0,5.0,1.0,PROJ_2094,IT,Agile,Mixed,Execution,Stable,Critical,New,Medium,Moderate,External,Critical,Mid-level PM,Managed,Strict,Limited,Mixed,Cost-Plus,Low,Extreme,Occasional,Formal,Basic,Hybrid,Basic,Critical
10.0,564721.22,11.0,3.72,6.0,1.0,1.0,2.16,0.35,0.76,2.0,2.61,4.0,0.0,1.1,0.96,8.11,0.79,1.5,0.0,0.6,0.0,7.0,2.0,1.0,PROJ_2095,Marketing,Kanban,Mixed,Monitoring,Moderate,High,New,Medium,Moderate,External,High,Mid-level PM,Managed,Low,Moderate,0,Fixed-Price,Low,High,Occasional,Advanced,Formal,Fully Colocated,Basic,Medium
9.0,876179.03,14.0,6.37,10.0,2.0,5.0,0.65,0.36,0.92,0.0,1.61,3.0,0.12,0.71,0.97,8.04,0.56,0.28,1.0,0.61,0.7000000000000001,11.0,6.0,1.0,PROJ_2096,IT,Agile,Junior,Planning,Stable,High,Expert,Excellent,Strong,External,Medium,Senior PM,Ad-hoc,High,Good,Mixed,Fixed-Price,High,Moderate,Occasional,0,0,Partially Colocated,Good,High
28.0,2508146.42,27.0,10.0,21.0,4.0,4.0,2.78,0.35,0.94,1.0,1.32,4.0,0.0,0.96,0.99,6.08,0.66,3.3999999999999995,4.0,0.71,0.0,11.0,11.0,1.0,PROJ_2097,R&D,Agile,Junior,Planning,Volatile,Critical,Familiar,Poor,Strong,Government,Medium,Senior PM,Managed,High,Good,0,Hybrid,Medium,High,Strategic,Formal,Formal,Hybrid,Excellent,High
16.0,1190976.74,18.0,7.95,13.0,0.0,2.0,2.62,0.15,0.73,0.0,3.71,2.0,0.09,0.8,0.02,1.68,0.63,0.38,3.0,0.55,0.0,4.0,1.0,1.0,PROJ_2098,R&D,Agile,Mixed,Planning,Stable,Medium,New,Low,Weak,External,High,Senior PM,Ad-hoc,Low,Moderate,0,Time & Materials,High,Moderate,Occasional,0,0,Partially Colocated,Excellent,Critical
14.0,1177234.38,24.0,10.0,9.0,1.0,6.0,1.19,0.25,0.79,1.0,3.01,3.0,0.04,0.81,0.66,7.39,0.96,1.05,1.0,0.82,0.7000000000000001,9.0,1.0,1.0,PROJ_2099,IT,Kanban,Mixed,Monitoring,Moderate,Medium,Expert,Low,Weak,External,Medium,Mid-level PM,Optimizing,High,Good,Mixed,Fixed-Price,Low,High,Regular,Basic,Advanced,Hybrid,Poor,Medium
10.0,559282.73,10.0,5.89,7.0,3.0,3.0,0.32,0.16,0.98,3.0,4.36,4.0,0.2,0.71,0.88,5.51,0.93,0.93,3.0,0.68,0.01,10.0,2.0,1.0,PROJ_2100,IT,Agile,Expert,Monitoring,Volatile,Medium,Familiar,Excellent,Moderate,Internal,Critical,Mid-level PM,Managed,High,Moderate,Modern/Stable,Time & Materials,Low,High,Occasional,Formal,Formal,Fully Colocated,Basic,Low
8.0,818086.66,7.0,3.01,12.0,1.0,0.0,0.38,0.58,0.71,1.0,2.97,4.0,0.07,1.14,0.22,2.81,0.78,1.25,7.0,0.84,0.0,2.0,1.0,1.0,PROJ_2101,Manufacturing,Agile,Junior,Closure,Stable,Medium,Expert,Poor,Strong,External,Critical,Junior PM,Defined,Low,Poor,0,Fixed-Price,High,Moderate,Strategic,Advanced,0,Hybrid,Poor,Medium
11.0,873120.02,19.0,10.0,6.0,2.0,6.0,1.17,0.27,0.88,2.0,3.05,4.0,0.2,0.93,0.15,9.64,0.9,0.71,4.0,0.75,0.58,9.0,3.0,1.0,PROJ_2102,IT,Agile,Junior,Initiation,Moderate,Critical,New,Poor,Weak,Mixed,Low,Mid-level PM,Managed,High,Moderate,Mixed,Fixed-Price,Medium,High,First-time,Formal,Basic,Fully Colocated,Poor,Critical
18.0,1026857.56,14.0,5.05,10.0,3.0,4.0,1.03,0.22,0.65,1.0,0.68,1.0,0.0,1.2,0.45,2.34,0.64,2.1,3.0,0.75,0.0,4.0,2.0,1.0,PROJ_2103,Marketing,Hybrid,Senior,Closure,Stable,Medium,Expert,Excellent,Moderate,External,High,Certified PM,Managed,Low,Good,0,Fixed-Price,Low,Moderate,Strategic,Basic,Basic,Partially Colocated,Basic,Low
36.0,2354280.33,25.0,4.21,22.0,5.0,1.0,3.26,0.09,0.57,0.0,4.73,4.0,0.0,0.71,0.21,7.26,0.61,1.29,7.0,0.81,0.0,1.0,10.0,1.0,PROJ_2104,Construction,Waterfall,Expert,Closure,Moderate,Medium,Familiar,High,Weak,Internal,Critical,Senior PM,Managed,Low,Good,0,Fixed-Price,Medium,Moderate,Strategic,Advanced,Basic,Fully Remote,Poor,Low
24.0,1432301.02,20.0,6.07,10.0,1.0,5.0,0.61,0.2,0.34,0.0,1.89,2.0,0.0,0.94,0.63,3.81,0.69,1.08,6.0,0.91,0.0,2.0,8.0,1.0,PROJ_2105,Construction,Waterfall,Mixed,Monitoring,Stable,Low,Expert,Poor,Moderate,External,Low,Junior PM,Defined,Medium,Moderate,0,Fixed-Price,Low,Stable,Occasional,Formal,Basic,Partially Colocated,Good,Medium
10.0,933641.38,12.0,5.19,9.0,2.0,4.0,1.98,0.33,0.83,2.0,1.64,3.0,0.08,0.78,0.28,8.66,0.93,3.3999999999999995,0.0,0.77,0.57,9.0,3.0,1.0,PROJ_2106,IT,Scrum,Mixed,Initiation,Stable,High,New,High,Strong,External,Critical,Junior PM,Managed,High,Moderate,Mixed,Time & Materials,Low,Moderate,Regular,0,Formal,Fully Colocated,Basic,High
15.0,788107.29,19.0,9.8,10.0,1.0,5.0,1.1,0.39,0.77,2.0,7.58,5.0,0.2,1.28,0.04,7.02,0.57,1.15,0.0,0.87,0.0,7.0,2.0,1.0,PROJ_2107,Manufacturing,Scrum,Mixed,Initiation,Moderate,Low,New,Excellent,Weak,Mixed,Medium,Senior PM,Managed,Low,Excellent,0,Fixed-Price,High,Extreme,First-time,Formal,Formal,Partially Colocated,Poor,Critical
36.5,2103201.61,31.0,7.54,20.0,1.0,4.0,1.14,0.28,0.71,1.0,2.54,2.0,0.0,1.02,0.28,2.77,0.81,0.22,7.0,0.93,0.0,5.0,12.0,1.0,PROJ_2108,Construction,Waterfall,Mixed,Planning,Stable,High,Familiar,Excellent,Weak,External,Low,Junior PM,Managed,Medium,Good,0,Fixed-Price,High,Moderate,Occasional,Advanced,Formal,Fully Remote,Excellent,Medium
32.0,2005872.39,26.0,5.71,15.0,2.0,1.0,1.04,0.46,0.39,1.0,5.36,2.0,0.0,0.68,0.73,7.2,0.87,2.28,4.0,0.71,0.0,4.0,11.0,1.0,PROJ_2109,Construction,Waterfall,Mixed,Execution,Moderate,Medium,Familiar,Medium,Strong,External,Medium,Junior PM,Defined,Strict,Limited,0,Fixed-Price,Low,Extreme,Strategic,Formal,Formal,Fully Remote,Basic,High
8.0,504295.22,8.0,2.95,7.0,1.0,3.0,3.46,0.36,0.66,2.0,2.47,2.0,0.0,1.07,0.39,3.08,0.46,1.66,7.0,0.84,0.59,9.0,3.0,1.0,PROJ_2110,IT,Scrum,Senior,Initiation,Moderate,Low,Expert,Excellent,Strong,External,Critical,Mid-level PM,Optimizing,High,Excellent,Modern/Stable,Time & Materials,Low,Stable,Occasional,Formal,Advanced,Fully Remote,Basic,Low
10.0,650534.36,17.0,6.33,5.0,3.0,2.0,0.46,0.16,0.72,3.5,2.27,2.0,0.0,0.91,0.14,4.84,0.47,1.9,5.0,0.74,0.0,8.0,3.0,1.0,PROJ_2111,Healthcare,Kanban,Senior,Planning,Moderate,Critical,Expert,Poor,Strong,External,Critical,Junior PM,Managed,High,Limited,0,Cost-Plus,High,Moderate,Occasional,Advanced,Advanced,Hybrid,Basic,Low
10.0,988498.78,15.0,5.83,13.0,0.0,1.0,1.74,0.48,0.72,0.0,3.8,5.0,0.0,0.71,0.71,7.58,0.7,0.36,2.0,0.84,0.55,12.0,2.0,1.0,PROJ_2112,IT,Agile,Mixed,Planning,Volatile,Critical,Familiar,High,Moderate,External,High,Senior PM,Defined,Low,Moderate,Modern/Stable,Fixed-Price,Low,Stable,Regular,Basic,Basic,Fully Colocated,Basic,Medium
10.0,1040339.38,16.0,5.47,10.0,3.0,2.0,2.48,0.19,0.66,2.0,1.41,4.0,0.0,0.82,0.8,3.05,0.89,1.51,7.0,0.7,0.0,8.0,1.0,1.0,PROJ_2113,Healthcare,Kanban,Senior,Monitoring,Stable,Critical,New,Poor,Moderate,External,Medium,Senior PM,Managed,Strict,Limited,0,Time & Materials,Medium,Moderate,Regular,Formal,Advanced,Partially Colocated,Basic,Medium
12.0,954190.93,16.0,6.99,13.0,2.0,5.0,2.29,0.26,0.6,1.0,4.79,1.0,0.08,0.69,0.02,4.69,0.73,1.14,6.0,0.72,0.0,1.0,2.0,1.0,PROJ_2114,R&D,Agile,Mixed,Initiation,Stable,Critical,New,Medium,Weak,Mixed,Low,Senior PM,Defined,High,Limited,0,Fixed-Price,High,Stable,First-time,0,Advanced,Hybrid,Excellent,Medium
8.0,664781.65,9.0,3.06,10.0,3.0,2.0,0.48,0.48,0.49,2.0,1.63,1.0,0.0,1.28,0.13,4.33,0.99,1.68,6.0,0.67,0.0,6.0,3.0,1.0,PROJ_2115,Marketing,Waterfall,Mixed,Initiation,Moderate,Low,Familiar,Low,Moderate,External,Medium,Senior PM,Defined,High,Good,0,Fixed-Price,Low,High,Regular,Basic,Basic,Fully Colocated,Excellent,Medium
12.0,1154558.4,21.0,9.39,14.0,0.0,3.0,1.4,0.38,0.92,2.0,6.65,5.0,0.11,0.88,0.83,5.84,0.89,1.11,0.0,0.79,0.0,1.0,9.0,1.0,PROJ_2116,R&D,Scrum,Mixed,Execution,Stable,Low,Familiar,Medium,Weak,Government,High,Senior PM,Managed,Low,Excellent,0,Fixed-Price,Low,Moderate,First-time,Formal,Formal,Hybrid,Basic,Medium
7.0,801887.36,13.0,6.44,9.0,0.0,3.0,0.34,0.14,0.48,1.0,7.7,5.0,0.19,1.15,0.72,2.55,0.56,2.73,6.0,0.84,0.26,10.0,5.0,1.0,PROJ_2117,IT,Scrum,Mixed,Monitoring,Stable,High,New,Medium,Strong,External,Critical,Mid-level PM,Defined,Strict,Limited,Modern/Stable,Fixed-Price,Low,High,Occasional,Advanced,0,Partially Colocated,Basic,Medium
11.0,858646.31,17.0,7.18,9.0,4.0,3.0,0.47,0.55,0.65,1.0,3.81,5.0,0.05,0.82,0.46,5.04,0.94,0.59,6.0,0.41,0.29,8.0,3.0,1.0,PROJ_2118,IT,Scrum,Senior,Execution,Moderate,High,Familiar,Low,Moderate,External,Critical,Certified PM,Managed,High,Limited,Legacy/Unstable,Fixed-Price,Low,Moderate,Regular,Formal,Formal,Fully Remote,Poor,Critical
5.0,287879.33,6.0,2.11,6.0,4.0,1.0,1.67,0.07,0.57,2.0,1.26,1.0,0.0,1.0,0.91,9.94,0.96,1.06,3.0,0.96,0.0,4.0,1.0,1.0,PROJ_2119,Healthcare,Scrum,Expert,Monitoring,Stable,Critical,New,Low,Moderate,Internal,High,Certified PM,Optimizing,High,Excellent,0,Time & Materials,Low,Moderate,First-time,Advanced,Advanced,Partially Colocated,Poor,Low
12.0,448974.44,11.0,3.4,4.0,1.0,3.0,0.4,0.37,0.3,2.0,4.38,4.0,0.0,0.69,0.89,7.16,0.99,0.34,5.0,0.53,0.0,10.0,1.0,1.0,PROJ_2120,Manufacturing,Hybrid,Mixed,Initiation,Moderate,Critical,Familiar,Excellent,Moderate,External,High,Mid-level PM,Defined,High,Good,0,Fixed-Price,Medium,Stable,First-time,Basic,Basic,Partially Colocated,Good,High
6.0,648922.63,13.0,4.61,9.0,0.0,2.0,2.93,0.43,0.97,0.0,5.37,4.0,0.0,1.22,0.37,3.48,0.66,2.75,7.0,0.8,0.5,10.0,3.0,1.0,PROJ_2121,IT,Kanban,Senior,Monitoring,Stable,Low,Familiar,Poor,Strong,Mixed,Critical,Mid-level PM,Optimizing,High,Moderate,Modern/Stable,Hybrid,Low,Extreme,Occasional,Formal,Formal,Fully Remote,Good,Medium
18.0,1218535.74,24.0,10.0,9.0,5.0,5.0,1.65,0.18,0.79,1.0,6.66,3.0,0.04,1.0,0.29,9.06,0.63,0.23,3.0,0.51,0.7000000000000001,4.0,5.0,1.0,PROJ_2122,IT,Agile,Senior,Planning,Volatile,Low,New,Low,Moderate,Mixed,Medium,Senior PM,Optimizing,Low,Moderate,Modern/Stable,Time & Materials,Low,High,Regular,Formal,Advanced,Hybrid,Basic,Medium
8.0,528006.96,9.0,3.71,5.0,4.0,2.0,1.15,0.23,0.78,2.0,2.22,2.0,0.03,1.16,0.05,8.81,0.94,0.56,3.0,0.62,0.7000000000000001,6.0,2.0,1.0,PROJ_2123,IT,Agile,Mixed,Execution,Stable,Critical,New,Poor,Moderate,Government,Critical,Senior PM,Optimizing,Strict,Poor,Mixed,Cost-Plus,Medium,High,First-time,Basic,Advanced,Partially Colocated,Basic,High
8.0,553016.33,10.0,4.97,6.0,2.0,4.0,0.63,0.18,0.89,0.0,7.92,3.0,0.2,1.08,0.05,3.41,0.51,0.69,0.0,0.85,0.35,9.0,3.0,1.0,PROJ_2124,IT,Scrum,Expert,Monitoring,Stable,Medium,Familiar,Medium,Moderate,Internal,Medium,Mid-level PM,Optimizing,Medium,Limited,Mixed,Time & Materials,High,High,Occasional,Formal,Formal,Hybrid,Poor,Low
10.0,1107226.88,19.0,6.49,13.0,0.0,3.0,0.78,0.59,0.61,2.0,5.74,2.0,0.0,1.1,0.99,4.09,0.53,0.84,1.0,0.47,0.6,10.0,5.0,1.0,PROJ_2125,IT,Kanban,Junior,Monitoring,Stable,Low,Familiar,Medium,Moderate,Internal,Low,Senior PM,Defined,High,Good,Mixed,Fixed-Price,Low,Moderate,Regular,Basic,Basic,Hybrid,Poor,High
14.0,955789.03,13.0,6.39,10.0,3.0,3.0,1.97,0.26,0.6,0.0,8.6,5.0,0.19,1.09,0.72,1.63,0.97,1.77,3.0,0.77,0.28,5.0,5.0,1.0,PROJ_2126,IT,Scrum,Mixed,Initiation,Moderate,Medium,New,Excellent,Weak,Internal,Critical,Certified PM,Managed,High,Poor,Mixed,Time & Materials,Low,Moderate,Strategic,Formal,Basic,Hybrid,Good,Low
5.0,807151.29,9.0,4.45,7.0,0.0,3.0,2.59,0.39,0.51,1.0,3.04,3.0,0.19,1.26,0.78,4.97,0.49,0.22,7.0,0.89,0.7000000000000001,7.0,3.0,1.0,PROJ_2127,IT,Scrum,Mixed,Monitoring,Moderate,Medium,New,Medium,Moderate,Government,Low,Mid-level PM,Managed,Strict,Moderate,Mixed,Fixed-Price,Low,Moderate,Regular,Basic,Formal,Partially Colocated,Good,High
9.0,700041.13,5.0,2.39,9.0,0.0,2.0,1.09,0.57,0.79,1.0,3.62,5.0,0.16,0.96,0.89,6.29,0.39,1.09,2.0,0.7,0.0,5.0,1.0,1.0,PROJ_2128,Marketing,Scrum,Junior,Execution,Volatile,Medium,Expert,Low,Strong,Internal,High,Mid-level PM,Defined,Medium,Good,0,Fixed-Price,Medium,Moderate,Strategic,Advanced,Formal,Hybrid,Good,Medium
15.0,1720529.04,19.0,7.07,13.0,3.0,3.0,4.4350000000000005,0.36,0.84,1.0,0.92,2.0,0.0,1.09,0.28,4.81,0.49,2.62,3.0,0.92,0.0,10.0,3.0,1.0,PROJ_2129,R&D,Agile,Mixed,Monitoring,Moderate,High,New,High,Weak,External,Critical,Junior PM,Defined,Medium,Excellent,0,Fixed-Price,Medium,Moderate,Strategic,Basic,Formal,Hybrid,Basic,Medium
19.0,1038364.73,19.0,5.21,10.0,1.0,4.0,1.19,0.56,0.9,0.0,2.74,2.0,0.0,0.65,0.57,1.11,0.69,0.07,0.0,0.88,0.0,8.0,4.0,1.0,PROJ_2130,Marketing,Waterfall,Junior,Monitoring,Stable,Low,New,Excellent,Weak,External,Critical,Junior PM,Ad-hoc,Low,Good,0,Time & Materials,Medium,Moderate,Strategic,Basic,0,Partially Colocated,Good,Medium
